ability_id,attack_type,damage_type,en
2138940958048256,Force,Energy,Flurry Shock
2779578279919616,Melee,Energy,Melee attack
2294766666514432,Tech,Elemental,Ice Field Blast
2141243060518912,Tech,Kinetic,Rocket Launcher
3448386292285440,God,God,Ravenous Maelstrom
3410010759495948,Tech,Elemental,Burning (Tech)
3410010759495680,Ranged,Energy,Missile Barrage
3315560133689344,Melee,Energy,Melee Attack
3676217127469056,Tech,Kinetic,Missile Shot
2497738230989059,Tech,Internal,Poisoned (Tech)
2263537959305216,Tech,Kinetic,Blaster Whip
3040969989554176,Ranged,Energy,Full Auto
2747597953433600,Force,Kinetic,Throw Rock
3472369389666304,Force,Internal,Greater Traumatic Slash
2076328924807168,Force,Energy,Ball Lightning Passive
833060446666752,Melee,Energy,Guardian Strike
1977866799546368,Melee,Energy,Saber Stike
3441557294284800,Tech,Elemental,Cryo Grenade
2876670310612992,Ranged,Energy,Mortar Barrage
2621227130683392,Melee,Energy,Vengeful Strikes
3214237560209408,Tech,Energy,Alpha Strike
3153463772971008,Tech,Energy,Targeted Laser
2876700375384064,Tech,Elemental,Ultimate Destruction
1997546339696640,Ranged,Energy,Blaster Barrage
2966808789254144,Tech,Energy,Laser Blast
2746807679451136,Tech,Kinetic,Death Rain
2851115255201792,Melee,Energy,Melee attack
2844251897462784,Tech,Kinetic,Defensive Pulse
3277669932204382,Tech,Internal,Bleeding (Tech)
3248253701193728,Tech,Energy,Heat Seeking Missile
956983138058240,Ranged,Energy,Power Shot
2455162220183552,Tech,Kinetic,Missile Salvo
3514730652106752,Tech,Kinetic,Jet Charge
3520537447890944,Force,Elemental,Malfunctioning Snow Missile
3301086093901824,Melee,Energy,Shock
3126156370903040,Ranged,Energy,Spray and Pray
3289240574099456,Melee,Energy,Slashing Polarity...
2523855927115776,Melee,Energy,Melee Attack
2541984984072192,Force,Kinetic,Howl
2309034547872000,Force,Kinetic,Crushed
947001634062336,Melee,Energy,Slash
2777825933262848,Ranged,Energy,Rapid Shots
3242348121161728,Tech,Kinetic,Electrified Plating
2523168732348416,Force,Energy,Force Torrent
2779350646652928,Melee,Energy,Melee attack
3000227929784320,Melee,Energy,Obliterate
2800464705880323,Force,Internal,Bleeding (Physical)
2800464705880064,Melee,Energy,Horn Slam
2859846923714819,Force,Internal,Bleeding
2859846923714560,Melee,Energy,Gut
2996255085035779,Force,Internal,Warped
2996255085035520,Force,Internal,Void Shot
2693842142756864,Force,Kinetic,Smash
3598585593594132,Tech,Internal,Bleeding (Physical)
3598585593593856,Melee,Energy,Leaping Jetstorm
3237361664131072,Tech,Elemental,Flame Sweep
2811206419087360,Tech,Elemental,Jet Boost
2276418566225920,Force,Kinetic,Intimidating Roar
3335355637956608,Force,Kinetic,Force Shockwave
2851183974678795,Tech,Elemental,Burning (Physical)
2851183974678528,Tech,Elemental,Incinerate
3546045258662192,Force,Internal,Bleeding
3546045258661888,Melee,Energy,Bite Wounds
3254837886058496,Tech,Energy,Electrostatic Mine
2504468444741632,Melee,Energy,Smash
2502883601809668,Tech,Elemental,Burning (Physical)
2860551298351104,Melee,Energy,Crush
813608539783168,Melee,Energy,Melee Attack
2822609557258240,Tech,Kinetic,Stockstrike
811834718289920,Melee,Energy,Spike
2509819973992448,Force,Internal,Saber Smash
1784060695281664,Tech,Kinetic,Groundfire
2878907988574208,Tech,Elemental,Baradium Toss
3215401496346624,Tech,Kinetic,Energy Disk
3323505823186944,Tech,Kinetic,Enraged Missile Barrage
3421302228516864,Force,Internal,Dark Charge
3692258830319616,Tech,Elemental,Siz Whistle
3784750951038976,Melee,Energy,Special Attack
3007787072225280,Force,Energy,Mad Strike
2021078465511424,Melee,Energy,Maul
1798826792845312,Ranged,Energy,Charged Rounds
3341080829362432,Force,Kinetic,Smash
3192109888700416,Tech,Energy,Volatile
2520334053933056,Tech,Kinetic,Aggro
2877026792898560,Tech,Kinetic,Baradium Explosive Pack
3418278571540736,Tech,Internal,Bleeding
3418278571540480,Ranged,Energy,Serrated Bolt
2455862299852800,Melee,Energy,Gore
3269436479897600,Melee,Energy,Leap
2901074314788864,Melee,Energy,Claw
2985405997645824,Force,Elemental,Force Lightning
2802620779462656,Melee,Energy,Laceration
3021831615283200,Force,Elemental,Surging Chain
2268146459213824,Tech,Elemental,Explosive Surge
1710694063931392,Melee,Energy,Charge
1627487662505984,Melee,Energy,Hilt Strike
2695289546735616,Force,Kinetic,Crushing Field
3234853403230208,Force,Kinetic,Wind Buffet
2969750841851904,Force,Elemental,Raging Insanity
3289012940832768,Force,Energy,Shifting Polarity...
2777929012477952,Ranged,Energy,Rapid Shots
2017217289912320,Ranged,Energy,Rapid Shots
2767943213515023,Tech,Kinetic,Knockdown
2767943213515029,Force,Elemental,Corrupted
3443008993230848,Force,Energy,Electrocution
2779243272470528,Ranged,Energy,Full Auto
813599949848576,Melee,Energy,Melee Attack
1963062047277313,Tech,Internal,Bleeding (Physical)
1963062047277056,Tech,Kinetic,Sever Artery
2981020836036608,Tech,Energy,Asymptotic Gap
3443013288198400,Force,Energy,Shocked
2779157373124864,Tech,Internal,Bleeding
2779157373124608,Melee,Energy,Obliterate
3257779938656520,Tech,Elemental,Burning (Physical)
2522558846992384,Force,Energy,Lightning Strike
3440251624226816,Melee,Energy,Melee Attack
2853756660088832,Ranged,Energy,Rifle Shot
3472816066265088,Melee,Energy,Ranged Attack
2786948443799552,Ranged,Energy,Head Laser Burst
3014598890356996,Force,Internal,Bleeding
3014598890356736,Force,Energy,Gore
3014624660160512,Melee,Energy,Sweeping Slash
2508106282041344,Tech,Kinetic,Thermal Grenade
3053764697128960,Ranged,Energy,Ranged Attack
2836860258746368,Force,Internal,Nightmare Paranoia
2499636606533632,Ranged,Energy,turret_ranged
3221470285135872,Tech,Kinetic,Combat Stealth
1955378350784512,Tech,Energy,Death Mark
3294815441649664,Melee,Energy,Burrow
2775059974324224,Tech,Kinetic,Blastwave
2762849382301956,Tech,Kinetic,Knockdown
2762849382301961,Force,Elemental,Corrupted
3517689884573981,Tech,Internal,Leeching Toxin
3616804844863488,Force,Elemental,Consuming Darkness
3428595082985472,Melee,Energy,Leap
2511945982803968,Ranged,Energy,Tracer Rounds
3270389962637312,Tech,Kinetic,Missile Salvo
2456274616713216,Ranged,Energy,Ranged Attack
3516770761572352,Force,Kinetic,Acid Spit
3250053292491028,Force,Kinetic,Crushed (Force) (Mental)
3403456639401984,Tech,Kinetic,Veiled Strike
3175789012975880,Tech,Elemental,Burning (Physical)
3321543023132672,Melee,Energy,Maul
2467089344364805,Tech,Internal,Poisoned (Tech)
3053747517259776,Melee,Energy,Retractable Blade
2523512329732096,Melee,Energy,Charge
3668073869475840,Melee,Energy,Beastmaster
2311521333936128,Ranged,Energy,Twin-linked Railguns
827081852190720,Tech,Kinetic,Carbonize
2462158721908736,Ranged,Energy,Claw Attack
3649528200691712,Tech,Kinetic,Stockstrike
3014504401076484,Force,Kinetic,Crushed
3014504401076224,Force,Kinetic,Pulverizing Darkness
2487739547123972,Tech,Kinetic,Armed
3399294816092160,Ranged,Energy,Full Auto
3569186542452736,Force,Kinetic,Ground Smash
3287647141232640,Tech,Energy,Electric Burst
3234857698197504,Tech,Energy,Energy Surge
3430682437091328,Force,Elemental,Floor Vents
814261374812160,Tech,Kinetic,Missile Blast
3276518880968704,Tech,Kinetic,Jet Charge
2877035382833152,Ranged,Energy,Saturation Fire
2508698987528192,Tech,Kinetic,Overwhelming Swipe
3258458543489024,Ranged,Energy,Weakening Blast
3163333607817216,Melee,Energy,Melee Attack
2161489536352512,Force,Energy,Shocked
2507560821195009,Force,Kinetic,Crushed (Force)
2507560821194752,Force,Kinetic,Mind Crush
3347463150764032,Melee,Energy,Retractable Blade
2518405613617152,Melee,Energy,Poweful Strike
2520501557657600,Force,Energy,Force Lightning
3487122602328372,Force,Internal,Rend
3030327060594961,Melee,Energy,Monstrous Swipe
3030327060594963,Melee,Energy,Monstrous Swipe
3030327060594965,Melee,Energy,Monstrous Swipe
3030327060594969,Tech,Kinetic,Tail Whip
3030327060594971,Tech,Kinetic,Tail Whip
3030327060594973,Tech,Kinetic,Devastating Slam
3030327060594975,Tech,Kinetic,Devastating Slam
3030327060594977,Tech,Kinetic,Phasic Spittle
2901082904723456,Melee,Energy,Swipe
2843878235308032,Melee,Energy,Crush
834275922411791,Force,Internal,Poisoned (Force)
3277674227171590,Tech,Internal,Bleeding (Tech)
3404624870506496,Tech,Internal,Incendiary Mine
1659768636702720,Tech,Elemental,Plasma Probe
2859129664176128,Force,Kinetic,Shockwave
2508905145958656,Tech,Kinetic,Stunned (Physical)
3006575891447808,Force,Energy,Overload
3142150829113344,Tech,Elemental,Vomit Pool
2779522445344768,Force,Kinetic,Rock Throw
1977892569350144,Melee,Energy,Vicious Slash
3663044462772224,Melee,Energy,Saber Strike
3749029708038144,Tech,Kinetic,Scattershot
2145791430885376,Tech,Energy,Fulminating Fumes
3456323391848448,Tech,Energy,Mega Blast
881383123714048,Tech,Energy,Ion Cell
3306673846353920,Tech,Kinetic,Bombardment
3441694733238272,Tech,Kinetic,Sucker Punch
2071999597772800,Tech,Elemental,Flamethrower
3329540252237824,Melee,Energy,Slash
2535306309927179,Force,Kinetic,Self Destruct Kill Switch
2518397023682560,Melee,Energy,Poweful Strike
2058242817523972,Tech,Internal,Bleeding
2058242817523712,Ranged,Energy,Power Shot
3361602183102464,Force,Energy,Devastating Blast
2536014979531010,Force,Internal,Bleeding (Physical)
3481564914647040,Melee,Energy,Shadow Strike
3448038399934464,Ranged,Energy,Missiles
3211694939570433,Force,Kinetic,Buried
1797757345988608,Ranged,Energy,Blaster Volley
2297515445584131,Tech,Energy,Shocked (energy)
2297515445583872,Tech,Energy,Energy Assault
3311840692011008,Melee,Energy,Fire and Forget
2621119756500992,Melee,Energy,Strike
3493277290463232,Melee,Energy,Hilt Strike
3012752054419456,Tech,Elemental,Radioactive Emission
3393354876322064,Tech,Elemental,Cell Burn
3393354876321792,Tech,Energy,Cell Burst
811765998813184,Tech,Kinetic,Missile Blast
3655644234121216,Tech,Kinetic,Shoulder Cannon Barrage
2987570661163008,Tech,Elemental,Rock Toss
3276742219268353,Tech,Internal,Poisoned (Physical)
3276742219268096,Tech,Kinetic,Poison Blade
2542929876877312,Tech,Kinetic,Grav Round
3328264646950912,Melee,Energy,Pound
2287168869367808,Tech,Elemental,Heat Beam
3021715651166208,Force,Kinetic,Roving Smash
2519470765506560,Tech,Kinetic,Stockstrike
2518414203551744,Melee,Energy,Poweful Strike
2822613852225792,Tech,Internal,Bleeding (Physical)
2822613852225536,Tech,Kinetic,Gut
3014637545062400,Force,Elemental,Lightning Field
2877473469497344,Melee,Energy,Barrage
3476788911013888,Force,Energy,Force Wave
2877228656361472,Ranged,Energy,Calibrating Shot
3322036944371712,Force,Energy,Overcharge Beam
2268511531433984,Melee,Energy,Melee Flurry
3002968118919168,Force,Elemental,Hypergate Instability
3041017234194432,Tech,Kinetic,Explosive Round
2991543505911808,Melee,Energy,Rectractable Blade
3486177709522944,Ranged,Energy,Ranged Attack
3021037046333703,Force,Elemental,Expiatory Mote
3021037046333440,Force,Elemental,Expiatory Mote
1701940920582144,Force,Energy,Big Overload
2275851630542848,Tech,Kinetic,Punishment
2522481537581056,Force,Kinetic,Fist Pound
3361864176107520,Force,Elemental,Energy Eruption
2877812771913728,Tech,Elemental,Baradium Toss
963322509787136,Force,Kinetic,overload
3020968326856704,Melee,Energy,Battering Assault
2518409908584448,Melee,Energy,Poweful Strike
3289030120701952,Ranged,Energy,Ranged Attack
3633263159541760,Melee,Energy,Force Leap
3585915440070656,Melee,Energy,Stealth Strike
3549253599232000,Melee,Energy,Attack
3784759540973568,Force,Kinetic,Backhand
3518059251761420,Tech,Internal,Crushed
3229725212278784,Force,Kinetic,Debris Throw
811989337112576,Tech,Kinetic,Self Destruct
3302121181020160,Force,Kinetic,Wind Buffet
2877649563156480,Melee,Energy,Melee Attack
3770487364649240,Tech,Internal,Poisoned (Tech)
3438915889398034,Tech,Internal,Burned
3317819286487040,Melee,Energy,Fire and Forget
3232572775596032,Melee,Energy,Special Attack
2518311124336640,Tech,Energy,Pulse Round
2529125851987968,Melee,Energy,Attack
3408378671923200,Tech,Elemental,Flame Sweep
3289635711090688,Melee,Energy,Charged Followthrough...
2860641492664320,Tech,Kinetic,Death from Above
3212304824926498,Force,Internal,Abominable Roar
3216934799671296,Melee,Energy,Double Axe Grinder
3218403678486528,Force,Kinetic,Rippling Force
957193591455744,Tech,Energy,Electroblast
3770517429420032,Melee,Energy,Jet Charge
3441853647028224,Force,Kinetic,Land Mine
3218339253977362,Force,Internal,Turbulence (Mental Momentum)
2518659016687872,Force,Internal,Bleeding (Physical)
2518659016687616,Melee,Energy,Rip
1535656966750208,Force,Kinetic,Force Wave
3021071406071808,Melee,Energy,Saber Strike
2954800060694528,Tech,Kinetic,Maintenance Droid
2779436545999108,Force,Internal,Bleeding
2291931988099072,Tech,Kinetic,Explosive Surge
3409211895578624,Force,Kinetic,Sick of You!
1596641207386112,Melee,Energy,Melee Attack
2535993504694272,Force,Kinetic,Cyclone Assault
2776099356409856,Tech,Kinetic,Shiv
2981463217668096,Force,Elemental,Vitality Extraction
2264873694134272,Force,Energy,Snipe
2779165963059200,Tech,Kinetic,Shiv
2860581363122176,Tech,Kinetic,Ground Shatter
3633271749476352,Melee,Energy,Force Wave
3598473924444485,Tech,Kinetic,Unstable
2468661302395137,Tech,Internal,Poisoned (Tech)
1798461720625152,Ranged,Energy,Cannon Shot
2783637024014336,Melee,Energy,Crush
2859138254110976,Force,Elemental,Recharge Shield
2524388503060480,Melee,Energy,Hail of Bolts
2779290517110784,Ranged,Energy,Ranged Attack
3496580120313856,Melee,Energy,Cross Slash
2017371908735236,Ranged,Energy,Burning
3258368349175808,Tech,Elemental,Plasma Probe
1616071639433216,Force,Internal,Death Field
3301936497426693,Force,Elemental,Repel
3301936497426432,Melee,Energy,Attract and Impale
2207445686419456,Ranged,Energy,Focus Fire
2519633974263808,Melee,Energy,Master Strike
2816218645922049,Tech,Internal,Bleeding (Physical)
2816218645921792,Melee,Energy,Rupture
3221075148144640,Tech,Kinetic,Combat Stealth
2762011863678976,Tech,Energy,Power Transfer
2859095304437760,Force,Kinetic,Hurl
2978336481476608,God,God,Hypergate Unity
3122419749355520,Tech,Elemental,Rocket Launcher
2519264607076352,Ranged,Energy,Turret Blast
2453074866077696,Melee,Energy,Wookiee Toss
3438782745411842,Tech,Internal,Poisoned
3242910761877504,Force,Kinetic,Triple Tongue Frenzy
3237374549032960,Tech,Kinetic,Missile Salvo
1994552747491584,God,God,Energy Reflect
2779316286914560,Ranged,Energy,Ranged attack
830277307858944,Ranged,Energy,Snipe
2995430451314688,Melee,Energy,Strike
3367009546928128,Force,Kinetic,Wind Buffet
3010815024168960,Force,Energy,Nasty Bite
961492853719040,Melee,Energy,Sweep
2296849725652992,Tech,Kinetic,Knockback Blast
3522358514024448,Ranged,Energy,Vanish Strike
2497484827918336,Tech,Elemental,Plasma Probe
3714966322413568,Ranged,Energy,Basic Attack
3072705502904320,Melee,Energy,Shock
2621197065912576,Force,Energy,Shocked
3327186610159616,Melee,Energy,Melee Attack
2534563280584704,Ranged,Energy,Ranged Attack
2694782740594688,Force,Kinetic,Shield Burst
2857321482944512,Melee,Energy,Backhand Smash
2494229242707968,Tech,Elemental,Standard Tech Elemental Damage
807264873086976,Ranged,Energy,Speed Shot
3232766049124613,Melee,Energy,Force Charge
3232766049124352,Melee,Energy,Saber Throw
2877975980670976,Ranged,Energy,Flurry of Bolts
2962384972939264,Force,Kinetic,Calming Pheromone
3632030503927808,Ranged,Energy,Finishing Strike
3031894723657728,Melee,Energy,Slash
2832341953150976,Tech,Elemental,Explosive Dart
3233019452194816,Tech,Kinetic,Hidden Strike
2473789493346304,Ranged,Energy,Turret Blast
962128508878848,Melee,Energy,Sundering Talons
2508656037855232,Tech,Kinetic,Groundfire
1596606847647744,Melee,Energy,Melee Attack
978277585911808,Force,Elemental,Overload Saber
812156840837120,Melee,Energy,Riposte
3028948376092672,Force,Energy,Blinding Acid
2211633279533056,Tech,Kinetic,Static Barrier
811864783060992,Ranged,Energy,Leg Shot
2303348011171840,Tech,Kinetic,Contingency Charges
3244907921670144,Ranged,Energy,Series of Shots
3272850978897920,Tech,Kinetic,Berserker Kick
2777306242220032,Ranged,Energy,Terminate
2534494561107968,Melee,Energy,Spike
2522567436926976,Force,Energy,Lightning Strike
3023248954490880,Force,Internal,TACOS LOL
3234801863622656,Tech,Elemental,Plasma Burst
3227831131701248,Tech,Kinetic,Replicated Force Impact
1616037279694848,Melee,Energy,Spinning Strikes
2966220378734592,Force,Energy,Nasty Bite
3251041134968832,Force,Kinetic,Kick
3749038297972736,Tech,Kinetic,Wide Scattershot Series
3025628366372864,Force,Kinetic,Slam
2518452858257408,Tech,Kinetic,Explosive Round
3238134758244352,Tech,Kinetic,Cluster Bomb
2157001295527936,Force,Internal,Force in Balance
2816875775918080,Ranged,Energy,Flourish Shot
1261925816074240,Force,Kinetic,Force Stasis
3064188582756352,Tech,Kinetic,Air Strike
807788859097088,Melee,Energy,Saber Throw
3321525843263488,Melee,Energy,Smash
3326924617154560,Melee,Energy,Leap
2531853156220928,Melee,Energy,Strike
1680801091551232,Melee,Energy,Berserker Rage
1679654335283466,Tech,Elemental,Burning
2522344098627846,Force,Energy,Shocked
2879066902364160,Tech,Kinetic,Blastwave
3473258447896576,Ranged,Energy,Cluster Rockets
2854065897734144,Tech,Kinetic,Explosive Round
2906773736390656,Melee,Energy,Assassinate
3010119239467008,Tech,Energy,Data Disk
3247141304664336,Force,Internal,Tendril Choke (Physical)
3025615481470976,Force,Kinetic,Slam
2879071197331712,Tech,Elemental,Burning (Tech)
2879071197331456,Tech,Elemental,Flame Burst
811950682406912,Force,Kinetic,Force Crush
3397933311459328,Tech,Elemental,Fire Wheel of Death
3265798642597888,Force,Internal,Dread Touch
3338482374148096,Ranged,Energy,Full Auto
3020787938230272,Force,Elemental,Surging Chain
3601720919719936,Melee,Energy,Devastation
2282341326127104,Tech,Energy,Mining Beam
3244925101539328,Tech,Energy,Electric Shield
2779213207699456,Melee,Energy,Fixate
3309164927385870,Force,Kinetic,Manifest Supremacy
2522520192286720,Force,Energy,Ball Lightning Detonate
3051290795966464,Tech,Elemental,Phasic Spit Pool
807801743998976,Force,Kinetic,Smash
2779196027830528,Force,Internal,Bleeding
3025602596569088,Force,Kinetic,Slam
3456327686815744,Force,Kinetic,Missile Bombardment
2777297652285440,Ranged,Energy,Terminate
3042219825037312,Melee,Energy,Claw
980042817470464,Melee,Energy,Clairvoyant Strike
981503106351104,Force,Kinetic,Slow Time
3287758810382336,Melee,Energy,Force Charge
2483762407407616,Tech,Elemental,Cryo Grenade
2853168249569280,Melee,Energy,Lunge
2518607477080064,Melee,Energy,Saber Strike
3569242377027584,Force,Kinetic,Ground Smash
3309190697189376,Force,Elemental,Spike of Pain
3041030119096320,Ranged,Energy,Rifle Shot
2860658672533504,Tech,Elemental,Jet Boost
2779466610769920,Force,Kinetic,Ground Smash
3675353839042560,Tech,Kinetic,Rocket Blast
2789847546724352,Tech,Internal,Putrefaction
2996371049152512,Ranged,Energy,Plasma Burst
3010823614103552,Force,Energy,Nasty Bite
3231224155865088,Tech,Energy,Electro Net
3200416355450880,Force,Energy,Phase Walk
3442021150752768,Melee,Energy,Annihilate
2496046013874176,Ranged,Energy,Red Beam
3404234028482560,Tech,Kinetic,V-6 Cartel Waste Grenade
3285538312290304,Tech,Kinetic,Fully Powered Blast
882542764883968,Tech,Kinetic,Explosive Round
3387479361060864,Tech,Energy,Magnetic Blast
3187509978726400,Tech,Kinetic,Jet Charge
3142339807674624,Force,Energy,Shocked
2987656560508928,Force,Energy,Overload
871040842465280,Force,Internal,Energy Redirection Field
3298406034309120,Force,Energy,Driving Thrust
2777877472870400,Ranged,Energy,Rapid Shots
3447832241504256,Ranged,Energy,Charged Burst
3648325609848832,Tech,Kinetic,Pump Action
2296510423236872,Tech,Elemental,Burning (Tech)
2296510423236608,Tech,Elemental,Flame Burst
948659491438592,Force,Internal,Surging Charge
3302335929384960,Force,None,Always in Motion
3250572983533568,Tech,Kinetic,Missile Strike
800672098287616,Ranged,Energy,Flare Gun
947495555301376,Melee,Energy,Saber Strike
3487522034286592,Tech,Kinetic,Jet Charge
3601879833509888,Melee,Energy,Basic Attack
1780259649224704,Ranged,Energy,Missile Salvo
3459179545100288,Tech,Internal,Frustration
3330708483342336,Force,Kinetic,Laser Burst
3376295266222080,Tech,Elemental,Flamestaff
3746298108837888,Ranged,Energy,Ranged Attack
2778302674632704,Tech,Kinetic,Tunneling Drill
2877275901001728,Melee,Energy,Arcing Slash
3348768820822016,Ranged,Energy,Long-Range Snipe
2501981658677505,Tech,Elemental,Burning (Tech)
3493217160921362,Force,Internal,Bleeding (Deadly Saber)
813539820306432,Melee,Energy,Melee Attack
3618351033090048,Melee,Energy,Blade Blitz
2300994369093632,Ranged,Energy,Followthrough
2625973069545729,Tech,Kinetic,Remote Charge
2972009994649600,Tech,Energy,Debilitate
2832608241123328,Force,Kinetic,Mighty Leap
3357199841624064,Force,Kinetic,Suffering
1454482084856066,Force,Kinetic,Crushed
2815991012655104,Ranged,Energy,Rifle Shot
3399110132498432,Ranged,Energy,Hammer Shot
2777954782281728,Ranged,Energy,Unload
2877013907996672,Ranged,Energy,Rail Shot
3234058834280448,Tech,Elemental,Flame Thrower
2495277214728192,Melee,Energy,Whirl Wind
2853752365121536,Ranged,Energy,Ranged Attack
2926461866475520,Tech,Kinetic,Shield Generator
2769128624488448,Ranged,Energy,Ranged Attack
3222105940295680,Tech,Internal,Orange Helix
3550486254846223,Force,Kinetic,Expunge
3501459203162112,Ranged,Energy,Ranged Attack
2777757213786112,Tech,Elemental,Flame Sweep
3251436271960064,Melee,Energy,Impaling Throw
3472601317900288,Tech,Elemental,Safety Overrides
2448178603360256,Force,Kinetic,Wild Energy
1505252893262082,Force,Internal,Bleeding (Physical)
1505252893261824,Melee,Energy,Claw Attack
1704608095272960,Tech,Energy,Sludge Grenade
2157228928794884,Force,Energy,Shocked
2073979577696256,Melee,Energy,Force Leap
2060978711691264,Force,Kinetic,Backhand
2303240636989440,Tech,Elemental,Blazing Speed
3403443754500096,Tech,Kinetic,Crippling Slice
2995709624188928,Tech,Elemental,Data Defragmentation
3507747035283456,Melee,Energy,Logistics Enforcement Laser
3298891365613568,Melee,Energy,Vicious Slash
2262958138720256,Tech,Kinetic,Flaming Uppercut Combo
2773110059171840,Melee,Energy,Claw
3332632628690944,Melee,Energy,Slash
3384941035388928,Melee,Energy,Master Strike
1263338860314624,Force,Kinetic,Force Exhaustion
2823215147646976,Tech,Kinetic,Shrapnel Bomb
3551538521833472,Force,Kinetic,Force Kick
3276647729987584,Ranged,Energy,Aimed Shot
2310709585117184,Force,Internal,Surging Charge
3632051978764288,Melee,Energy,Overhead Claw Slam
2496273647140864,Ranged,Energy,Blue Beam
2777851703066624,Ranged,Energy,Unload
3276553240707072,Ranged,Energy,Sweeping Gunfire
3025671316045824,Force,Kinetic,Slam
2741494804905984,Tech,Elemental,Burning Oil
2466067142148096,Force,Elemental,Accessing...
2919074522726400,Tech,Kinetic,Explosive Round
2046182549356544,Ranged,Energy,Snipe
3447896666013696,Melee,Energy,Ranged Attack
2520815090270208,Tech,Kinetic,Reflective Shield
3249280198377472,Melee,Energy,Fury Swat
3021754305871872,Melee,Energy,Sweeping Slash
3012653270171648,Melee,Energy,Power Punch
3010565916065792,Force,Energy,Nasty Bite
2821132088508416,Tech,Kinetic,Harpoon
2115340112756736,Tech,Internal,Vital Shot
2520192320012288,Tech,Energy,Eye Lasers
855643384709120,Tech,Kinetic,Thermal Grenade
2815582990761984,Ranged,Energy,Series of Shots
2285893264080896,Ranged,Energy,Arm Laser Burst
3787881982197760,Tech,Kinetic,Explosive Round
3232710214549504,Melee,Energy,Special Attack
2760560164732928,Force,Kinetic,Savage Strike
2879281650728960,Ranged,Energy,Flurry of Bolts
1999659463606272,Tech,Energy,Charged Beam
2535589777768448,Ranged,Energy,Ranged Attack
3025813049966592,Ranged,Energy,Slap
3298702387052800,Force,Energy,Shocked
3025658431143936,Force,Kinetic,Slam
2877967390736384,Tech,Kinetic,Death from Above
2016452785733632,Melee,Energy,Maul
3306459097989377,Force,Kinetic,Extract
3303753268592640,Tech,Energy,Focused Beam
3343335687192576,Melee,Energy,Headbutt
2767921738678272,Force,Energy,Charged Plating
2071071884837122,Tech,Internal,Bleeding (Physical)
2850634218864896,Tech,Elemental,Burning (Tech)
2850634218864640,Tech,Elemental,Flame Burst
1449315239198720,Force,Kinetic,Project Storm
3248781982171136,Force,Kinetic,Backhand
2816862891016449,Tech,Internal,Bleeding (Tech)
3518982669729792,Melee,Energy,Leaping Attack
3751069817503744,Tech,Energy,Provoking Rail Blast
801363588022272,Tech,Kinetic,Sticky Grenade
2450566605177096,Tech,Kinetic,Armed
3378090562551808,Force,Kinetic,Slam
2848409425805312,Melee,Energy,Melee attack
2142196543258624,Melee,Energy,Charged Staff
2877151346950144,Ranged,Energy,Saturation Fire
3001142757818368,Melee,Energy,Voltaic Slash
3073736295055360,Melee,Energy,Melee Attack
2523203092086784,Force,Energy,Power Orb Detonation
2068301630931200,Force,Kinetic,Stunned
2490290757697536,Tech,None,walker life
2163125918892032,Ranged,Energy,Burst
2860680147369984,Tech,Kinetic,Rocket Punch
3336854581542912,Melee,Energy,Ranged Attack
3302993059381248,Force,Kinetic,Pulverize
2050486106587136,Tech,Kinetic,Stockstrike
2785483859951616,Force,Elemental,Burning Force
2519032678842368,Melee,Energy,Cleave
2789237661368320,Melee,Energy,Melee Attack
2624727529029632,Tech,Kinetic,Sweep
813479690764288,Ranged,Energy,Ranged Attack
3554424739856384,God,God,VIP - Rapid Bracer Missle
2879191456415744,Ranged,Energy,Rifle Shot
3012679039975424,Tech,Energy,Laser Blast
2043910511656960,Force,Energy,Force Storm
2877323145641984,Ranged,Energy,Ranged Attack
3397636958715904,Melee,Energy,Heavy Attack
3681255124107264,Tech,Energy,Repulsion Blast
3685983883100160,Tech,Elemental,Self Destruct Sequence
3232688739713024,Tech,Energy,Focused Fire
982211775954944,Tech,Internal,Eviscerate
2777641249669383,Tech,Elemental,Incendiary Missile
2777641249669385,Tech,Elemental,Burning (Physical)
2777641249669120,Tech,Elemental,Flame Sweep
2801650116853760,Force,Kinetic,Hurl
2819551540543488,Tech,Energy,Debilitate
3280496020684800,Tech,Elemental,Cryo Blast
2777795868491776,Ranged,Energy,Rapid Shots
2857308598042624,Tech,Elemental,Baradium Toss
2529112967086080,Ranged,Energy,Attack
827180636438528,Tech,Kinetic,Explosive Round
3271218891325440,Tech,Elemental,Pulse Cannon
2877443404726528,Force,Internal,Bleeding
2877443404726272,Melee,Energy,Gut
3755884475842560,Melee,Energy,Power Charge
957575843545088,Melee,Energy,Impale
3331219584450560,Tech,Energy,Full Charge Volley
3242416840638464,Ranged,Energy,Mortar Barrage
3761051321499648,Force,Internal,Death Field
2523267516596224,Ranged,Energy,Zipline
3249323148050432,Tech,Elemental,Isotope-5 Energy Shield
2534391481892864,Melee,Energy,Strike
2861758184161280,Melee,Energy,Slash
3569667578789888,Melee,Energy,Whirlwind Strike
2778384279011328,Tech,Elemental,Burning Oil
2142604565151744,Tech,Kinetic,Oil Spill
2853185429438464,Ranged,Energy,Ranged Attack
3492014570078208,Melee,Energy,Spear Swipe
3516818006212608,Ranged,Energy,Basic Weapon Attack
2860521233580032,Tech,Elemental,Baradium Toss
3299179128422656,Tech,Internal,Bleeding (Physical)
3299179128422400,Melee,Energy,Rake
2523181617250304,Force,Energy,Force Torrent
3071524386897920,Melee,Energy,Lunge
